x,y,clase
0.4247711148304537,0.6229022770689497,C1
0.4879670948684859,0.6703041300892327,C1
0.43456184203723974,0.6139147820442173,C1
0.42458282539051323,0.5693310753602187,C1
0.42004949805790126,0.6056287120176953,C1
0.36032496721693613,0.5267038582221418,C1
0.3610827314624926,0.47879043767633334,C1
0.360220565066905,0.43585767025788197,C1
0.37786957462448345,0.4711095188955899,C1
0.42528738229362983,0.41547982014247326,C1
0.4152226994534361,0.40295116245273654,C1
0.4797830142082019,0.38351987525741066,C1
0.5064110884968346,0.3874378967920111,C1
0.5720214039980459,0.4216538952373415,C1
0.5378043747260469,0.39330200469057974,C1
0.597247910515211,0.4395710939068354,C1
0.5243747067820667,0.5234922194846923,C1
0.5512053126796937,0.5269019286698551,C1
0.5514710867954996,0.5685118692090203,C1
0.5552871675257535,0.6205538733256433,C1
0.5842605461483865,0.5713920270233082,C1
0.518082238077691,0.5973317872112698,C1
0.47735732269940884,0.5674530080231246,C1
0.536092216068897,0.6123657121326803,C1
0.4452260180658708,0.6784135266812664,C1
0.4876939984790276,0.6119484384905329,C1
0.38535430020937544,0.5767240349338055,C1
0.3986517893206962,0.5762281250477181,C1
0.4120303067184219,0.5484064905214088,C1
0.4144868765922869,0.522472900941707,C1
0.4987645314068992,0.5020784267498847,C1
0.46316729879258206,0.4373282315458108,C1
0.5181520284924834,0.48413344733391905,C1
0.508665474580144,0.490616245395337,C1
0.51524976905918,0.4534479371360136,C1
0.4931609506323327,0.43672820877539814,C1
0.4666418658310664,0.4632330437932433,C1
0.4246007017065196,0.45952835345409915,C1
0.43132326887861344,0.5956946866393842,C1
0.43466666329637405,0.5939151214722006,C1
0.4368130282466335,0.5784098953986977,C1
0.4723039244916077,0.6198591358758009,C1
0.414863971787541,0.5773665363635307,C1
0.45345151643888315,0.561762531658831,C1
0.38343197452517414,0.589972659530925,C1
0.35853305205556935,0.5599899864089967,C1
0.3382081528848165,0.5860745570449539,C1
0.3460385090267175,0.5366367693036632,C1
0.33072607905911167,0.5465594648379183,C1
0.3186504675197077,0.622817748590866,C1
0.3568339413119516,0.7297842849470298,C1
0.3747088938603531,0.6318139706970078,C1
0.36113210950527885,0.595624469177892,C1
0.3241300033826211,0.5235703748814329,C1
0.27693369194643025,0.5176756577310493,C1
0.2897697930418397,0.44900700966383855,C1
0.32792791195368115,0.391015383829312,C1
0.3616516254349667,0.4131800197587069,C1
0.39957348450586233,0.4063604124112625,C1
0.41017258008051405,0.3400549719106284,C1
0.4642940168259091,0.35949156010171723,C1
0.5133309603481941,0.3220895816054984,C1
0.5993165316424846,0.37060321925382694,C1
0.6474025332427943,0.36007421121879046,C1
0.6674293021376524,0.41911640946821405,C1
0.6798012982676255,0.43856057090088774,C1
0.6544740291233839,0.4779361034026869,C1
0.6405296940342197,0.497508666274105,C1
0.6659705998643849,0.5565387732918529,C1
0.6347350336231941,0.5683264289903963,C1
0.584244265707602,0.653761953790762,C1
0.6424504525038855,0.6660980458107055,C1
0.557350026695078,0.7165994405867528,C1
0.49477378469602784,0.6770933267159152,C1
0.5445552321352697,0.7120975197666638,C1
0.49986055709932553,0.7635559016492377,C1
0.4845433827086777,0.7266541033701225,C1
0.4092823088717859,0.7272733355670571,C1
0.4511198853489269,0.7065952587847418,C1
0.3758588193606779,0.7120975735065456,C1
0.3752624897516535,0.6132007876237593,C1
0.3726289329798331,0.6204527331836462,C1
0.3132753529683468,0.6804652746794284,C1
0.30851521813725374,0.5693489503106064,C1
0.311335794812465,0.5467893387400352,C1
0.2554724218086577,0.543028739771148,C1
0.3819900047901431,0.439174838609182,C1
0.297686489610497,0.46956677470222447,C1
0.31411926519297345,0.39243713558025806,C1
0.3595463768137295,0.3818378304671525,C1
0.39442781025272233,0.35570021747265085,C1
0.3886774869660582,0.37178230434929027,C1
0.42278462904791675,0.31974328733607255,C1
0.43854388685289053,0.3327902814523119,C1
0.46604611383544675,0.3150637653955324,C1
0.5196586811369567,0.3967456992382848,C1
0.6032937803946646,0.3305247305276915,C1
0.5990238396845892,0.3555426674451316,C1
0.5748537528999993,0.3370601449552558,C1
0.58399528498892,0.354861138298757,C1
0.5532241499110493,0.3975592171530688,C1
0.5177004886691738,0.4490763695854008,C1
0.5745892639617527,0.4931032519354583,C1
0.537360921372993,0.44830565333241756,C1
0.4912177973446694,0.47135088086359284,C1
0.3995968169210163,0.5030594091271162,C1
0.455240983866376,0.4581184180362784,C1
0.47341111348580683,0.46533758685766957,C1
0.4186860725686201,0.4645660854691825,C1
0.4692264800583754,0.5050471101013062,C1
0.42608324164114186,0.4845569642175681,C1
0.3809349473504533,0.46004535818765074,C1
0.36565867801501795,0.49472239388735983,C1
0.3704635192353447,0.9076565961384412,C2
0.3658077390380758,0.884955587213647,C2
0.387908811493112,0.8662292638087666,C2
0.33673546707816393,0.8808550803419006,C2
0.31240121774737195,0.8548086560250636,C2
0.28168299863479346,0.8347766146354076,C2
0.30595333684707676,0.7707938954714676,C2
0.28421011759368053,0.7776846138552679,C2
0.28186045953341643,0.7598226426179256,C2
0.22726616501861907,0.7344191438329774,C2
0.26520669510612294,0.6968298228995871,C2
0.20198589176203502,0.7564130061378304,C2
0.19710558803895084,0.6713720164046627,C2
0.23515833763832505,0.6973647628105969,C2
0.18533725219180935,0.638059242887833,C2
0.17458253776262675,0.6007926356826584,C2
0.13532503865675866,0.6309089371156831,C2
0.16998474685397794,0.5802530383326834,C2
0.2072418513307399,0.5565259959104215,C2
0.15597828490894625,0.5898961557489696,C2
0.12655470847177935,0.5192858391757245,C2
0.18127837100273356,0.5199159215070314,C2
0.1371511971151684,0.45212883227521883,C2
0.20304609411459482,0.4349562345798439,C2
0.20722839169753587,0.4734042452785507,C2
0.25016572004994886,0.34523800254478887,C2
0.22603987738818662,0.3070169850631864,C2
0.23311765797877534,0.3428108746932273,C2
0.22040063228148707,0.22621924040771246,C2
0.20940772247647252,0.2614715077006572,C2
0.24004915555202808,0.2838052400668312,C2
0.2855583307396419,0.2802196885028606,C2
0.31579005043823183,0.2713252451804467,C2
0.3296943058274425,0.22140956356030236,C2
0.3404313911980177,0.2292921345557442,C2
0.3780537373945296,0.26075069312804616,C2
0.3715041831106936,0.24293547882157157,C2
0.4269912531042099,0.22793921223696922,C2
0.3997385806130052,0.24745242859218763,C2
0.4746022167630696,0.22850389347844907,C2
0.47136641607581325,0.26466533524529773,C2
0.5006929831065148,0.27338226318894565,C2
0.5447749511463119,0.23503467276273396,C2
0.5940747931339488,0.17814792340817143,C2
0.6059396474523734,0.17451899376638874,C2
0.6256787688601843,0.21328423383550413,C2
0.6376121634183074,0.17064054057674058,C2
0.6657973936272784,0.21278645594676593,C2
0.6509639797159389,0.19954486240183594,C2
0.7116050918321245,0.23929380190321484,C2
0.7113903831560412,0.24937743494616482,C2
0.679888066874378,0.2578674303676018,C2
0.6855854909915692,0.33762751569512384,C2
0.7642138826411315,0.2996507752398698,C2
0.7389608767270516,0.37783854581931314,C2
0.7349226462830465,0.3702358361132026,C2
0.705506456046862,0.3936027592089424,C2
0.7725742420936652,0.421770291445395,C2
0.7166238030496725,0.42177962558648807,C2
0.7426771848337556,0.42958326034032834,C2
0.7466411255925824,0.46500379433855105,C2
0.684101924841089,0.4303835228284077,C2
0.7401149431341902,0.4976776974845798,C2
0.7648175926801691,0.4802108194020698,C2
0.7550726775922348,0.5410918072103895,C2
0.7281265642322526,0.5928639933624988,C2
0.7264322893250975,0.5693666757144568,C2
0.7303643810054772,0.5514519928860535,C2
0.7345599161371412,0.6285249791363741,C2
