x,y,clase
0.20649576123308383,0.8819040904418348,C1
0.14721012719166865,0.849452161501552,C1
0.20180164092074074,0.8961532628013449,C1
0.17167428192205408,0.8718326118198378,C1
0.11468698725154616,0.7976607266843597,C1
0.2099375765649815,0.7726702180437592,C1
0.17207588336106666,0.757863509729782,C1
0.08537149751401005,0.7002471334523037,C1
0.09504048024632947,0.6689685820688438,C1
0.09085285847100462,0.6544286373686672,C1
0.14266626112939823,0.6277081000688804,C1
0.09596573124490251,0.6265970200099054,C1
0.05642242353169999,0.6479566981273316,C1
0.09560622932818322,0.7028293109509661,C1
0.18826048569253412,0.6031700728843392,C1
0.18605329545523056,0.629635846969811,C1
0.2941115735244287,0.582610748273785,C1
0.29411899280842124,0.6382581682135291,C1
0.32350100937095455,0.6333943661235679,C1
0.3901587886725276,0.5883679711576385,C1
0.3417045801970817,0.5819929699668247,C1
0.3329737201088496,0.6024977056730226,C1
0.37480250572234036,0.6391351084205231,C1
0.3455782775040248,0.6805593702911968,C1
0.3322418660042761,0.7187939546571375,C1
0.3152979485083031,0.6700137813477269,C1
0.3106204110478744,0.6926857052390026,C1
0.2589389586448941,0.75972208412568,C1
0.27404440110453426,0.7583942521655075,C1
0.23752081192559332,0.7932549233959367,C1
0.21784922308456098,0.8815947503104898,C1
0.21803144249107737,0.8571642544548215,C1
0.22141317775532612,0.8753110025854155,C1
0.18946405590803167,0.8721017088599485,C1
0.22069656997137344,0.8380730509932401,C1
0.2413482806108404,0.8490426105689906,C1
0.20997035123103472,0.8548310851098937,C1
0.18986947151558112,0.785755740403148,C1
0.21078622760754415,0.8192920394937042,C1
0.18264683656138708,0.8096777365476548,C1
0.21146707049843233,0.7636049180317772,C1
0.23846656828731874,0.7798161789132116,C1
0.22001663775364816,0.7575177974736846,C1
0.2301552063015101,0.7223976256017065,C1
0.1751679588433286,0.7316223825257028,C1
0.18740825145918452,0.7430866520739371,C1
0.19937025116011328,0.7417509911525456,C1
0.19495641657442747,0.7434234036488241,C1
0.22409839981714735,0.6975635946302117,C1
0.24934110253605019,0.7001302944592708,C1
0.33970576124359336,0.7003881590344151,C1
0.3147755474276957,0.6748623762687507,C1
0.24264707299090393,0.7594401786648269,C1
0.2702763284664303,0.7845595074439973,C1
0.2540159572535227,0.8285007905777024,C1
0.2358793831991387,0.8673960952542726,C1
0.24600406358087742,0.8790554093853424,C1
0.24845029990093326,0.8695661842469451,C1
0.3060364764654972,0.9106828002774568,C1
0.26215565382292544,0.9144072625483759,C1
0.2600450650860707,0.8604942784235168,C1
0.2536765879592141,0.926259986341548,C1
0.2767661903351361,0.8620822251134134,C1
0.20512783147554978,0.7756286477417588,C1
0.17548339499592977,0.7497243642528753,C1
0.16438996536714745,0.7216744167256153,C1
0.18724955651741318,0.664003828195346,C1
0.15433144742383964,0.7195418456444255,C1
0.13960896142491766,0.6270019812851612,C1
0.22174639884274655,0.6676715869843911,C1
0.3022122110444686,0.6042399339306275,C1
0.2655084645872476,0.5886198081296884,C1
0.32479557729985703,0.6742994387824005,C1
0.3279857272466178,0.6168288639205612,C1
0.7059075050845983,0.441299169078635,C1
0.7300500713969356,0.47452583096877715,C1
0.7394201123751541,0.4097942447364111,C1
0.7164597373933429,0.40009629248159617,C1
0.734030157670062,0.37335953662034055,C1
0.6928493069001644,0.36757134250741785,C1
0.6674765640808008,0.30549375995032874,C1
0.7167721047051696,0.28885990620574886,C1
0.6438108384746973,0.26388328036059516,C1
0.6337956933476113,0.2513981341928028,C1
0.5898142881923435,0.24270866581974912,C1
0.5549776761144006,0.2393805348706863,C1
0.561026564497103,0.23148376038105803,C1
0.5405513744846959,0.2690597245296615,C1
0.5326957225359381,0.22484190355850878,C1
0.5195047071313266,0.21483741417802837,C1
0.5595604514888634,0.25296700511109527,C1
0.5343704397782384,0.17794056900544922,C1
0.5339038721298097,0.23087288292049965,C1
0.445513389403677,0.18138991144277883,C1
0.5161727694863505,0.22961895354593453,C1
0.46347856602906856,0.17881406394688132,C1
0.5017012245187518,0.19002951494333348,C1
0.5914543782877959,0.10714001533844408,C1
0.6053149392771429,0.17508105590239254,C1
0.6141009311141243,0.0583250531561404,C1
0.6455630471643041,0.13378084930435394,C1
0.673410353284385,0.08813599733687938,C1
0.7247885736396742,0.0743655462289809,C1
0.7674755320981029,0.07293882039026067,C1
0.742183836684811,0.14932280303511689,C1
0.8131076190941762,0.10794761306687627,C1
0.813957301862166,0.1364616602437028,C1
0.8359272155092908,0.1971896145592462,C1
0.8534066979499072,0.2447166402083312,C1
0.8685938168055554,0.27573434689231824,C1
0.8586296770556524,0.22802539105713887,C1
0.8168495732602371,0.34052707820648953,C1
0.8803978744559798,0.3638426057953934,C1
0.8670294963417061,0.4132232941115112,C1
0.8643926692643171,0.4065850261174934,C1
0.884914201790587,0.4643786603523522,C1
0.8509917492724477,0.46075962759425415,C1
0.8398520132246391,0.4899311785691286,C1
0.8164272340064592,0.47437314090141464,C1
0.8147745850175627,0.45566750890481755,C1
0.7682838334502909,0.5100513992180518,C1
0.7911448419383701,0.48789752587320734,C1
0.7497483663217288,0.48024050727882356,C1
0.7531141708515481,0.46920546024080617,C1
0.7324513024630154,0.4504726294534463,C1
0.7913344492490328,0.4561275098578169,C1
0.8352988908326526,0.42952149028310666,C1
0.8024953286864912,0.39950917859333873,C1
0.718604204959333,0.34502251107226056,C1
0.7988221301319146,0.28732800489207233,C1
0.7863159778315424,0.33344422979121147,C1
0.7932326948579809,0.2507212486627058,C1
0.8162186855508863,0.20418709882846336,C1
0.7671526515616085,0.22769841322638512,C1
0.7613625269048514,0.22579054242953112,C1
0.741934841089131,0.2501101833744318,C1
0.6855353358666804,0.1740556403153149,C1
0.725764999341347,0.21009774525349525,C1
0.6872366561587262,0.17819788512822274,C1
0.6528924180523444,0.22531180332561596,C1
0.6613585740374736,0.18645483153270484,C1
0.6451932448516355,0.2524023488110889,C1
0.6154767891763857,0.17070623676124944,C1
0.5972951691921681,0.15005712420627954,C1
0.6019673846113669,0.10828387567102317,C1
0.6523949059730695,0.19334533216437835,C1
0.6143244146328662,0.142956079432574,C1
0.6585254362423335,0.11217178511196757,C1
0.6632604347569984,0.12300081563958455,C1
0.7109069744839148,0.1646059132801927,C1
0.7798287522374399,0.1689788689884654,C1
0.8090182651303658,0.19616072136735377,C1
0.7998385883818209,0.2771090379666783,C1
0.8474158966522992,0.24970661237190758,C1
0.8029481470583383,0.24872592405623678,C1
0.8028288048101461,0.2885323712453941,C1
0.8241083599678614,0.2792153695971982,C1
0.6082940080749817,0.8523750806158867,C2
0.6222753800542027,0.8755091816079753,C2
0.5039562500898783,0.8442243022523294,C2
0.5308221123561946,0.8139065243567175,C2
0.5503580060118345,0.8149309441265329,C2
0.5181763093387172,0.7452850893605018,C2
0.49537163142461377,0.7472714571476261,C2
0.5200843150079625,0.7102083612514731,C2
0.52962307310604,0.7411676689187436,C2
0.5848694210348642,0.6708467920130456,C2
0.5947346620532651,0.698509634800335,C2
0.5625413686742913,0.7123550318682943,C2
0.6607661005134866,0.6929698045451423,C2
0.6187757010455025,0.6475486839572215,C2
0.6526700553364423,0.6627830334286418,C2
0.6853734165905919,0.6871575220612961,C2
0.6851296114257593,0.7080653312661217,C2
0.76667079842922,0.7366850872995693,C2
0.7391310746399171,0.7438207985374601,C2
0.8084029813880386,0.6911066417146897,C2
0.8421594155037551,0.6753094109887404,C2
0.8778782612551111,0.6059618154758617,C2
0.9353738006671479,0.6280663419292482,C2
0.9103508829165016,0.6570448218791491,C2
0.8666616427015718,0.6486955074556955,C2
0.9829076845522532,0.6965300612383769,C2
0.9339590509312888,0.7842289942436196,C2
0.9284216543392736,0.7209364495582705,C2
0.9008071485252975,0.7707768483169235,C2
0.8888901958769319,0.7315907043649371,C2
0.8329742986009835,0.8611225642844037,C2
0.8729475726593067,0.8183604945644776,C2
0.8720656154220136,0.906310802349622,C2
0.8179749836118516,0.8420412055446396,C2
0.8403211731485921,0.8368726322291612,C2
0.8232777817432108,0.8606294321910344,C2
0.7824931430057466,0.8951360032754727,C2
0.7131737905621077,0.8176112153791352,C2
0.7093050691529806,0.8207023748650509,C2
0.6556581796020177,0.7997154874996661,C2
0.6655573613943537,0.8514422533187024,C2
0.597056806199691,0.8131101766027947,C2
0.5657533286462314,0.8215650120219884,C2
0.6225888938021236,0.7598228759069767,C2
0.6000236911812108,0.766636298586343,C2
0.6108731418593368,0.8140418803466899,C2
0.5888440232252219,0.7062550598340943,C2
0.5676400928076224,0.7439365277895094,C2
0.6655590357694303,0.6990376885077083,C2
0.7040741226629676,0.7738654098634934,C2
0.6755422949446219,0.8038830742635796,C2
0.7504404816889463,0.7864786376269072,C2
0.7241629990651538,0.7894188743632121,C2
0.7616106682497416,0.7441940346025757,C2
0.7439769354783652,0.7515014099154315,C2
0.8248049109479845,0.790139317504503,C2
0.8322917348738813,0.7537391400504695,C2
0.8372409585189486,0.7530456016297101,C2
0.7879059048558533,0.678182196865547,C2
0.8519668199881438,0.6875848524360284,C2
0.8780647501080461,0.7016346341881966,C2
0.8775657208752258,0.7541221790598095,C2
0.8425403680220902,0.7624848679846561,C2
0.8945068071450881,0.7606452285752562,C2
0.10697341682673894,0.4332080804011853,C2
0.03281446988637896,0.48252571034825836,C2
0.12248600457073716,0.43621535354278085,C2
0.11064361554969453,0.45052748931285497,C2
0.20916522528161446,0.45078173345856026,C2
0.17681225587909385,0.4014596456552337,C2
0.34195302433805136,0.3953951157132591,C2
0.37566906228871716,0.3657041104932477,C2
0.4226767261428682,0.367304260250859,C2
0.439266501969596,0.39867355090519535,C2
0.47612138069936744,0.400727732060077,C2
0.41055885993335794,0.38901876584711215,C2
0.39046057922035604,0.45180057104960225,C2
0.4050055165418853,0.4176542940777561,C2
0.37507048940597004,0.4141871471295822,C2
0.37698163184294925,0.3848204132251864,C2
0.40452974542442155,0.36174128056259386,C2
0.34495253756032884,0.3298152212996086,C2
0.33835466049288415,0.31711879813303095,C2
0.35038892322967674,0.2862542027414023,C2
0.28748974592936954,0.19565551393438022,C2
0.2903090963121874,0.12164521839370102,C2
0.23969432584363487,0.1324942023527658,C2
0.19173408689604218,0.11432859481887633,C2
0.22405259544168446,0.08145223516163451,C2
0.18743549879259047,0.0605750341539865,C2
0.15050982296550192,0.05256006053737104,C2
0.1587140231476353,0.05644782383484641,C2
0.1625652124266052,0.06691581146344486,C2
0.12538208511480475,0.139316391457607,C2
0.10280945075144415,0.11299933251250871,C2
0.20592728950178887,0.17152849655729077,C2
0.18400284177372422,0.2059432768450844,C2
0.3616862725044073,0.28307959748736616,C2
0.2938511620422108,0.3232209580665277,C2
0.3177015583978471,0.3874781617469573,C2
0.27085810467026755,0.34893962754887226,C2
0.2770842417104654,0.4433223490728467,C2
0.2637861803249033,0.35857231871099104,C2
0.14616583281370385,0.41188449663893373,C2
0.16244996474303597,0.43789132888532395,C2
0.08096573873989626,0.38306195476249666,C2
0.10134042387803464,0.3713648553737583,C2
0.1036300345899223,0.3306593129709466,C2
0.09391014983238526,0.31345032499581627,C2
0.11429385335436795,0.2806028538860594,C2
0.17704082117716047,0.2843915967628295,C2
0.19897688421367798,0.29262881565692533,C2
0.22641106548401382,0.3105412258103918,C2
0.24934854354982106,0.25736875599427284,C2
0.2277783157220438,0.233931010288373,C2
0.19561657975890137,0.2569167830231817,C2
0.12911550317070003,0.280492118059679,C2
0.1265024080808879,0.22268947975204173,C2
0.11208227030011138,0.25437029929516036,C2
0.04606434347456854,0.16619408291472923,C2
0.0793287027045364,0.2214920530880664,C2
0.054995246459550014,0.13002746537281307,C2
0.0720264626810819,0.12043960122208083,C2
