2019-02-01 18:13:45,329|INFO   |21   |Initiating program.
2019-02-01 18:13:45,329|INFO   |25   |Loading modules and functions.
2019-02-01 18:13:45,627|INFO   |44   |Beginning code.
2019-02-01 18:13:45,641|WARNING|69   |'ejemplo_fibonacci_cache.json' was not founded.
2019-02-01 18:13:45,641|INFO   |122  |Begins iterations.
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 1
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 2
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 3
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 4
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 5
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 6
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 7
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 8
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 9
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 10
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 11
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 12
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 13
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 14
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 15
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 16
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 17
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 18
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 19
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 20
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 21
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 22
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 23
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 24
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 25
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 26
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 27
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 28
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 29
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 30
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 31
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 32
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 33
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 34
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 35
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 36
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 37
2019-02-01 18:13:48,216|DEBUG  |138  |Iteration : 38
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 39
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 40
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 41
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 42
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 43
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 44
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 45
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 46
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 47
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 48
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 49
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 50
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 51
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 52
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 53
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 54
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 55
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 56
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 57
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 58
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 59
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 60
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 61
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 62
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 63
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 64
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 65
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 66
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 67
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 68
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 69
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 70
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 71
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 72
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 73
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 74
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 75
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 76
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 77
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 78
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 79
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 80
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 81
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 82
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 83
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 84
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 85
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 86
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 87
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 88
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 89
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 90
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 91
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 92
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 93
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 94
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 95
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 96
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 97
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 98
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 99
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 100
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 101
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 102
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 103
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 104
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 105
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 106
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 107
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 108
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 109
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 110
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 111
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 112
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 113
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 114
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 115
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 116
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 117
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 118
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 119
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 120
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 121
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 122
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 123
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 124
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 125
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 126
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 127
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 128
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 129
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 130
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 131
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 132
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 133
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 134
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 135
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 136
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 137
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 138
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 139
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 140
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 141
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 142
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 143
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 144
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 145
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 146
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 147
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 148
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 149
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 150
2019-02-01 18:13:48,230|DEBUG  |138  |Iteration : 151
